path,label,split,sha256,phash,dup_group,is_active,width,height
def_front/cast_def_0_0.jpeg,def_front,val,115e5189d4eeed3d769496159a46a4454d27a5b6cdcf8395fc622d4b365a90de,862b4d9494cc6992,,True,512,512
def_front/cast_def_0_100.jpeg,def_front,train,8a19f9d5a00965180eba4b423109174bee5ddb73354fce221d5ce28e64ade8aa,0769cc96b60c2992,,True,512,512
def_front/cast_def_0_1015.jpeg,def_front,train,5f487998b15c7561410bae41c12b0fab58fab96adc2b23a7f87cf6bf9b27b386,074d8c9696cc6983,,True,512,512
def_front/cast_def_0_102.jpeg,def_front,train,e3a59f3ec620472df9a12c393e45b3279dd26cc38342d6d945e8db26d26a57ff,8643cc9696cc7992,,True,512,512
def_front/cast_def_0_1046.jpeg,def_front,val,bfe77e1c17208e3100d7d267db9c14e1fd3dba17a563fd1eb6124e3d0c509c32,06038d96960c3f86,,True,512,512
def_front/cast_def_0_1053.jpeg,def_front,train,d106f3cb44a014841c29c5af28ef4abcc51f7cccc3904567ab7977e9f50e4662,8e0bcc96964c68b1,,True,512,512
def_front/cast_def_0_1055.jpeg,def_front,train,3e8a7eb33d65002226530f0b953e861e0b2dca0222a0e17e6aed2d49357044a2,b16d4c9696cc6913,,True,512,512
def_front/cast_def_0_1077.jpeg,def_front,train,f59f64b6eebf55bc03c5a26300aeb3ed95e6a117d3a6c0db27ca520ea445a6d3,8e3f571333472387,,True,512,512
def_front/cast_def_0_1087.jpeg,def_front,train,0d0272d2d0fe3032568e1c9fa75a0118c672433ce468e985d89c907dc319b0ee,b3694c9696cc0f86,,True,512,512
def_front/cast_def_0_1091.jpeg,def_front,train,dfebb118f56b863ba1a54c2e5380f435b0521f3bafcffe576207f9cbc4964b75,0e4f8e96968c5903,,True,512,512
def_front/cast_def_0_1104.jpeg,def_front,train,74c467e11e44d8f4862c7b92b4bc988405482631dec79097c0e9d70a50d97b64,92094c96964d2386,,True,512,512
def_front/cast_def_0_1108.jpeg,def_front,train,aa0f7ab1f31e84b791e6d58f0b0c99e6e804fc4b2fb29bf019a37714d0ff0589,8e334c96924e2c1a,,True,512,512
def_front/cast_def_0_1112.jpeg,def_front,val,189773da1a09964eed51db04c570ed0a4d7310caf45e676ae35581026acb4eb9,0f132713130f2f9b,,True,512,512
def_front/cast_def_0_1115.jpeg,def_front,train,c7776d67a55bdb9273dd1af4dbe7e3de13063e381ae4e38880a6a809ea0201b9,8e07cc9696cc2900,,True,512,512
def_front/cast_def_0_1123.jpeg,def_front,train,4fcfd69741024a5f2c7202623c4be34bd233892e1ead0c6175f64aee13096505,164fcd96968c1f0e,,True,512,512
def_front/cast_def_0_1137.jpeg,def_front,train,5a58735f2269b58868e25d14c015e292edeb470bc223c1438b2ff7ce2df01abf,010e0f13130f0f0e,,True,512,512
def_front/cast_def_0_1139.jpeg,def_front,train,3b11c52d46fd549eea3b4be657ec53e8dbb9f5937166511c30a4b78677ba8986,8e1f0f13130f030f,,True,512,512
def_front/cast_def_0_114.jpeg,def_front,train,8e6c63826abd5302279d7a7676004a444d344fb6fe7ff48ca4c1621a19fcd939,86294c96964cf9d2,,True,512,512
def_front/cast_def_0_1145.jpeg,def_front,train,a862c7b46654ae6b717480f3a22867ac98d539a52a0cc57ed9cd657a26447787,72c9cd9696cc4f9e,,True,512,512
def_front/cast_def_0_1147.jpeg,def_front,train,0f428a1a888dbfd71aabd1ff6e2f38b35f832dc5823e8694a63c7a7cb88bd886,87234f1313172f9f,,True,512,512
def_front/cast_def_0_1155.jpeg,def_front,train,a41b37a96171b84c2909e71328773a420785a892d8de0d7724c690d248966305,73cd96b6960c3b9e,,True,512,512
def_front/cast_def_0_1157.jpeg,def_front,train,2c5692db372730ce9a36501b0e0b9a1d9ebae82d1c66c50620016b7de089f043,074dce9292462cb1,,True,512,512
def_front/cast_def_0_1159.jpeg,def_front,train,66561b041641a500f903574e990f4629f7c753b473be2dfdb1007109d842a74d,90f88e96b68e4707,,True,512,512
def_front/cast_def_0_1187.jpeg,def_front,val,2eaef4ec63fae823258abfac316d390380c0043cc6bbc0c67abcc3e758f55032,8e074f97160cbb44,,True,512,512
def_front/cast_def_0_1188.jpeg,def_front,train,32abf2ec52cb8e5e377ad6ca20fd4caf319ed724d678e2a5d4daf069c45dacba,b269cc9696cd2396,,True,512,512
def_front/cast_def_0_1192.jpeg,def_front,train,25867371897e37cc3f724c1216be4f482bfc917c91831313eaca3d9f5262b98e,9e3f1733134f2307,,True,512,512
def_front/cast_def_0_122.jpeg,def_front,val,7993ce24703346efe2757cd1ec17f205cd95e7bb46e7b0ed4b14d6ccff8225eb,df336f57164d399f,,True,512,512
def_front/cast_def_0_1225.jpeg,def_front,val,799bc056167373b3e2647d9092d0995a0e90a759ff71b243dab696bfc2567bbe,0765cc9696ce4810,,True,512,512
def_front/cast_def_0_1226.jpeg,def_front,train,3dd76716020ab82c7c26aaf918d74634e4238c599a1f5887315e85da2d526751,0641cc96964c3986,,True,512,512
def_front/cast_def_0_1230.jpeg,def_front,train,f90ccee8b98ac072c39933c02ad1dff8c79778db7f6ceeed307d82ec9a99e0fc,0603ce9296ce3994,,True,512,512
def_front/cast_def_0_1257.jpeg,def_front,train,a21d270977d0a3ee41359e82fede68e2ee216220ff49e145514bceaade8b06d6,862b4c96964c3192,,True,512,512
def_front/cast_def_0_1261.jpeg,def_front,train,505d83fab224c4555ae6ec4a6b6612da4330068eb968396e66d05c73bb6eff4d,b269cc9696cc2986,,True,512,512
def_front/cast_def_0_127.jpeg,def_front,train,abd9f2af823286504c7c9b154728638c07254a0a787b04dd6c2b1cf38a74723f,9b2cce9696ce4787,,True,512,512
def_front/cast_def_0_1283.jpeg,def_front,train,88d066246558952ac7a59b43c79480e7e64abee4d86df7cbec313449eaae5f32,8e234f96960c38d2,,True,512,512
def_front/cast_def_0_1286.jpeg,def_front,train,da96f004fccf4166a93406e926efdcd887a8cbdb409deb417c55347c9044ad4c,1343c692920e1c9b,,True,512,512
def_front/cast_def_0_1350.jpeg,def_front,train,342508f58a680461b72626c5089ca2a2a8d613d1055f133f57e196cdd85c7b7a,92498c96968c2b86,,True,512,512
def_front/cast_def_0_1359.jpeg,def_front,train,c8c6a2c064e50b75336170ba95f06d3167d0ed91b5d0d46e6c399e6229cce215,66c98eb6b68e4d1f,,True,512,512
def_front/cast_def_0_138.jpeg,def_front,train,476c624eee29a589b1ebeb3ed5ea4fff5171d64d0c935824df50d1d23138a08c,86031537370d1b0f,,True,512,512
def_front/cast_def_0_1381.jpeg,def_front,test,e6e77e5cb2abbb942d643410998c0f3f7041b8790eb66fbac6b85455ee8366a3,0e238f96b69c4c30,,True,512,512
def_front/cast_def_0_1411.jpeg,def_front,train,7e205c12f0c351b7f5712b687f100eb60adb4a84c32cd8d596ea01144aae2119,8e234d96964c9912,,True,512,512
def_front/cast_def_0_1427.jpeg,def_front,test,9a6036b3f41c8781ff79ebf21c1dae5eb8817a721b6618be42e4e53692db211e,0f0f4d1733170b92,,True,512,512
def_front/cast_def_0_1432.jpeg,def_front,train,c139ea8cb87dc587ffa4578a32d1783e171438f9059b26c7116afb164c0139e6,966bcf96964c1f8e,,True,512,512
def_front/cast_def_0_1443.jpeg,def_front,train,9139929b09cd83cd3596154f598f8f86a621434eff1f49bb0a0db3d2a681c546,136dce9696ce6cb1,,True,512,512
def_front/cast_def_0_1446.jpeg,def_front,train,6bba8b241a5f232b0a6462f009f06f20874eed65c3336793ac12296ecb81ce99,9e314753524e2d9b,,True,512,512
def_front/cast_def_0_146.jpeg,def_front,train,0decd2972484429a79fe06bd9c7cb6523f9e6336ec3f9ab2a266abbb0ce3da00,394c169292ce4d13,,True,512,512
def_front/cast_def_0_1493.jpeg,def_front,train,10f7e85a9244b9479696e4af0afe7085a03fc5306b4986d2792db3842e56bede,4f0f0f171707171e,,True,512,512
def_front/cast_def_0_1495.jpeg,def_front,train,04ecd7961f5ca2f2c1f155a16f1646734b99c789b7d98d26ce8d5dbc6b74bd4d,0e034dd4944db90e,,True,512,512
def_front/cast_def_0_150.jpeg,def_front,test,64aeaf3430e791424e8d7b82c8caa5796ed878dc2b04addd1987023787916697,92290d96964d6116,,True,512,512
def_front/cast_def_0_1532.jpeg,def_front,train,6406c0fc1d253a18e9208ebbf790994198f0be0b29063f95e3471d22cb789351,9279cc96964c038e,,True,512,512
def_front/cast_def_0_1533.jpeg,def_front,test,eea10e6134d9281c2238298c43b13b0ba5b8efb5fdd98f0fe25462156daa769e,768f0f17370f0f9f,,True,512,512
def_front/cast_def_0_1534.jpeg,def_front,test,7f200a734fea34d6093515d2dc8d2e1bb1bc38fa5f48a9677e3af5c01c6c7adb,0669cc96964c99c6,,True,512,512
def_front/cast_def_0_1547.jpeg,def_front,train,65402584dcd3bbf4ab23f55db3b25558e7c3791e749e4a3794fdd6d90b8743df,234d8e96960e3993,,True,512,512
def_front/cast_def_0_1567.jpeg,def_front,train,eabeea57a14609581ae2a1c5478cbbdfc859e9e2d0d07bc9854be3d93cd00184,9661cc9696cc3d8e,,True,512,512
def_front/cast_def_0_1589.jpeg,def_front,val,337caa3b5251570640dbace9ca1a6e72f4132f396cbfcbeee8340005b3e16cc5,0e0f0f37371f3706,,True,512,512
def_front/cast_def_0_159.jpeg,def_front,train,3dd23c520774e450b74565d0a8d8ed6e24e595dd8c4686d2ff06b91c061eb58b,9662cd97970f3f8e,,True,512,512
def_front/cast_def_0_1596.jpeg,def_front,val,8f3e1b72c757b727395067bf6c816cb2c4ea308e77d8864b4e36cfb2876cc99a,f7e9cc9696cc1b8f,,True,512,512
def_front/cast_def_0_1609.jpeg,def_front,train,820c600c4e4af281d700417b304253cdc797bf25a6f20408611c051306550145,07132f13130f9b6c,,True,512,512
def_front/cast_def_0_1616.jpeg,def_front,train,b2865dae4301df7438c01990c50597ab6c09d7bb88c713c9b80e9c06e97c2bad,b14c069296ce2117,,True,512,512
def_front/cast_def_0_1658.jpeg,def_front,train,b75d0c70d27fd6bbbe93ac9f7c34c464fa268f0121208b973641739f64c2b21d,62cf8e96968d6b36,,True,512,512
def_front/cast_def_0_1662.jpeg,def_front,test,9d2c906e1dc6470d6ab90a9891c71ec2c93023bb318098d11e20e83c38996f6d,c6b90c1696cc6907,,True,512,512
def_front/cast_def_0_1679.jpeg,def_front,test,8588db80b74012977991d64960f553a30db17dc1ce3312964ace70dbc46ee2e9,064bcc96964c3110,,True,512,512
def_front/cast_def_0_1689.jpeg,def_front,test,1e87b40dbf7e040dab96d304e658c192aa308537295a2930301a207026bdc8a6,0729cc96960c2996,,True,512,512
def_front/cast_def_0_169.jpeg,def_front,test,4b7d95dd9f04d976e5ff90a72cb4854a99024a98de9500915de1c73b53c5e5bb,9c62cf9796cc791f,,True,512,512
def_front/cast_def_0_1694.jpeg,def_front,test,daed9a86dadee7932d97493540d9216bdf37c036ec7abb6aaf1c26221d72d995,87234f1313573f8e,,True,512,512
